vu,R0,str,vk,va,wk,q50,q95,q5,bo
50% Vaccinated,4.5,ME_ME_LS,0,0.02,86,2.05,7.05,0.0,1
50% Vaccinated,4.5,ME_ME_LS,0,0.02,87,2.14,9.05,0.0,1
50% Vaccinated,4.5,ME_ME_LS,0,0.02,88,1.74,7.1,0.0,1
50% Vaccinated,4.5,ME_ME_LS,0,0.02,89,1.94,9.0,0.0,1
50% Vaccinated,4.5,ME_ME_LS,0,0.02,90,1.6,8.2,0.0,1
50% Vaccinated,4.5,ME_ME_LS,0,0.02,91,1.21,4.05,0.0,1
50% Vaccinated,4.5,ME_ME_LS,0,0.02,92,1.13,2.1,0.0,1
50% Vaccinated,4.5,ME_ME_LS,0,0.02,93,1.12,5.0,0.0,1
50% Vaccinated,4.5,ME_ME_LS,0,0.02,94,1.38,3.0,0.0,1
50% Vaccinated,4.5,ME_ME_LS,0,0.02,95,1.82,9.05,0.0,1
50% Vaccinated,4.5,ME_ME_LS,0,0.02,96,1.91,6.1,0.0,1
50% Vaccinated,4.5,ME_ME_LS,0,0.02,97,2.32,7.0,0.0,1
50% Vaccinated,4.5,ME_ME_LS,0,0.02,98,1.69,8.1,0.0,1
50% Vaccinated,4.5,ME_ME_LS,0,0.02,99,1.24,9.05,0.0,1
50% Vaccinated,4.5,ME_ME_LS,0,0.02,100,1.01,2.05,0.0,1
50% Vaccinated,4.5,ME_ME_LS,0,0.02,101,0.7,2.0,0.0,1
50% Vaccinated,4.5,ME_ME_LS,0,0.02,102,1.13,6.1,0.0,1
50% Vaccinated,4.5,ME_ME_LS,0,0.02,103,1.45,8.05,0.0,1
50% Vaccinated,4.5,ME_ME_LS,0,0.02,104,1.64,10.1,0.0,1
50% Vaccinated,4.5,ME_ME_LS,0,0.02,105,0.27,1.05,0.0,1
60% Vaccinated,4.5,ME_ME_LS,0,0.02,0,0.0,0.0,0.0,0
60% Vaccinated,4.5,ME_ME_LS,0,0.02,1,0.33,1.0,0.0,0
60% Vaccinated,4.5,ME_ME_LS,0,0.02,2,0.43,2.0,0.0,0
60% Vaccinated,4.5,ME_ME_LS,0,0.02,3,0.86,2.05,0.0,0
60% Vaccinated,4.5,ME_ME_LS,0,0.02,4,1.35,4.05,0.0,0
60% Vaccinated,4.5,ME_ME_LS,0,0.02,5,1.1,5.15,0.0,0
60% Vaccinated,4.5,ME_ME_LS,0,0.02,6,0.95,2.15,0.0,0
60% Vaccinated,4.5,ME_ME_LS,0,0.02,7,1.19,6.1,0.0,0
60% Vaccinated,4.5,ME_ME_LS,0,0.02,8,1.67,6.3,0.0,0
60% Vaccinated,4.5,ME_ME_LS,0,0.02,9,2.22,12.05,0.0,0
60% Vaccinated,4.5,ME_ME_LS,0,0.02,10,1.84,9.0,0.0,0
60% Vaccinated,4.5,ME_ME_LS,0,0.02,11,1.21,8.0,0.0,0
60% Vaccinated,4.5,ME_ME_LS,0,0.02,12,0.8,4.0,0.0,0
60% Vaccinated,4.5,ME_ME_LS,0,0.02,13,0.72,4.0,0.0,0
60% Vaccinated,4.5,ME_ME_LS,0,0.02,14,0.91,3.0,0.0,0
60% Vaccinated,4.5,ME_ME_LS,0,0.02,15,0.99,2.0,0.0,0
60% Vaccinated,4.5,ME_ME_LS,0,0.02,16,0.83,2.0,0.0,0
60% Vaccinated,4.5,ME_ME_LS,0,0.02,17,0.85,2.0,0.0,0
60% Vaccinated,4.5,ME_ME_LS,0,0.02,18,1.39,5.1,0.0,0
60% Vaccinated,4.5,ME_ME_LS,0,0.02,19,1.09,4.05,0.0,0
60% Vaccinated,4.5,ME_ME_LS,0,0.02,20,1.02,7.05,0.0,0
60% Vaccinated,4.5,ME_ME_LS,0,0.02,21,1.17,6.05,0.0,0
60% Vaccinated,4.5,ME_ME_LS,0,0.02,22,0.86,5.05,0.0,0
60% Vaccinated,4.5,ME_ME_LS,0,0.02,23,0.74,3.05,0.0,0
60% Vaccinated,4.5,ME_ME_LS,0,0.02,24,0.7,2.05,0.0,0
60% Vaccinated,4.5,ME_ME_LS,0,0.02,25,0.91,3.05,0.0,0
60% Vaccinated,4.5,ME_ME_LS,0,0.02,26,0.95,5.05,0.0,0
60% Vaccinated,4.5,ME_ME_LS,0,0.02,27,1.26,6.2,0.0,0
60% Vaccinated,4.5,ME_ME_LS,0,0.02,28,1.01,6.05,0.0,0
60% Vaccinated,4.5,ME_ME_LS,0,0.02,29,0.76,2.2,0.0,0
60% Vaccinated,4.5,ME_ME_LS,0,0.02,30,1.1,6.0,0.0,0
60% Vaccinated,4.5,ME_ME_LS,0,0.02,31,0.92,5.0,0.0,0
60% Vaccinated,4.5,ME_ME_LS,0,0.02,32,0.99,4.0,0.0,0
60% Vaccinated,4.5,ME_ME_LS,0,0.02,33,0.99,5.0,0.0,0
60% Vaccinated,4.5,ME_ME_LS,0,0.02,34,1.35,10.05,0.0,0
60% Vaccinated,4.5,ME_ME_LS,0,0.02,35,0.86,5.05,0.0,0
60% Vaccinated,4.5,ME_ME_LS,0,0.02,36,0.89,3.1,0.0,0
60% Vaccinated,4.5,ME_ME_LS,0,0.02,37,0.85,3.0,0.0,0
60% Vaccinated,4.5,ME_ME_LS,0,0.02,38,0.72,3.15,0.0,0
60% Vaccinated,4.5,ME_ME_LS,0,0.02,39,0.63,2.05,0.0,0
60% Vaccinated,4.5,ME_ME_LS,0,0.02,40,1.04,5.05,0.0,0
60% Vaccinated,4.5,ME_ME_LS,0,0.02,41,1.03,4.05,0.0,0
60% Vaccinated,4.5,ME_ME_LS,0,0.02,42,0.98,5.05,0.0,0
60% Vaccinated,4.5,ME_ME_LS,0,0.02,43,1.39,6.05,0.0,0
60% Vaccinated,4.5,ME_ME_LS,0,0.02,44,1.23,6.05,0.0,0
60% Vaccinated,4.5,ME_ME_LS,0,0.02,45,1.16,5.15,0.0,0
60% Vaccinated,4.5,ME_ME_LS,0,0.02,46,0.81,2.05,0.0,0
60% Vaccinated,4.5,ME_ME_LS,0,0.02,47,0.82,4.05,0.0,0
60% Vaccinated,4.5,ME_ME_LS,0,0.02,48,0.54,2.0,0.0,0
60% Vaccinated,4.5,ME_ME_LS,0,0.02,49,0.77,5.0,0.0,0
60% Vaccinated,4.5,ME_ME_LS,0,0.02,50,0.95,3.05,0.0,0
60% Vaccinated,4.5,ME_ME_LS,0,0.02,51,0.74,3.05,0.0,0
60% Vaccinated,4.5,ME_ME_LS,0,0.02,52,0.67,3.0,0.0,0
60% Vaccinated,4.5,ME_ME_LS,0,0.02,53,1.04,4.0,0.0,1
60% Vaccinated,4.5,ME_ME_LS,0,0.02,54,1.12,4.2,0.0,1
60% Vaccinated,4.5,ME_ME_LS,0,0.02,55,1.43,8.05,0.0,1
60% Vaccinated,4.5,ME_ME_LS,0,0.02,56,1.52,8.0,0.0,1
60% Vaccinated,4.5,ME_ME_LS,0,0.02,57,2.09,8.15,0.0,1
60% Vaccinated,4.5,ME_ME_LS,0,0.02,58,2.03,10.3,0.0,1
60% Vaccinated,4.5,ME_ME_LS,0,0.02,59,2.63,16.1,0.0,1
60% Vaccinated,4.5,ME_ME_LS,0,0.02,60,2.13,10.1,0.0,1
60% Vaccinated,4.5,ME_ME_LS,0,0.02,61,1.51,8.0,0.0,1
60% Vaccinated,4.5,ME_ME_LS,0,0.02,62,1.1,6.0,0.0,1
60% Vaccinated,4.5,ME_ME_LS,0,0.02,63,1.1,4.05,0.0,1
60% Vaccinated,4.5,ME_ME_LS,0,0.02,64,1.51,5.0,0.0,1
60% Vaccinated,4.5,ME_ME_LS,0,0.02,65,1.78,7.1,0.0,1
60% Vaccinated,4.5,ME_ME_LS,0,0.02,66,1.63,7.05,0.0,1
60% Vaccinated,4.5,ME_ME_LS,0,0.02,67,1.88,9.05,0.0,1
60% Vaccinated,4.5,ME_ME_LS,0,0.02,68,1.51,12.1,0.0,1
60% Vaccinated,4.5,ME_ME_LS,0,0.02,69,1.32,9.0,0.0,1
60% Vaccinated,4.5,ME_ME_LS,0,0.02,70,1.28,7.0,0.0,1
60% Vaccinated,4.5,ME_ME_LS,0,0.02,71,1.2,10.0,0.0,1
60% Vaccinated,4.5,ME_ME_LS,0,0.02,72,1.21,11.0,0.0,1
60% Vaccinated,4.5,ME_ME_LS,0,0.02,73,0.61,2.05,0.0,1
60% Vaccinated,4.5,ME_ME_LS,0,0.02,74,1.11,7.1,0.0,1
60% Vaccinated,4.5,ME_ME_LS,0,0.02,75,1.25,6.05,0.0,1
60% Vaccinated,4.5,ME_ME_LS,0,0.02,76,1.14,8.0,0.0,1
60% Vaccinated,4.5,ME_ME_LS,0,0.02,77,1.01,4.1,0.0,1
60% Vaccinated,4.5,ME_ME_LS,0,0.02,78,1.2,4.15,0.0,1
60% Vaccinated,4.5,ME_ME_LS,0,0.02,79,1.04,4.05,0.0,1
60% Vaccinated,4.5,ME_ME_LS,0,0.02,80,0.89,3.05,0.0,1
60% Vaccinated,4.5,ME_ME_LS,0,0.02,81,0.72,4.1,0.0,1
60% Vaccinated,4.5,ME_ME_LS,0,0.02,82,0.97,6.1,0.0,1
60% Vaccinated,4.5,ME_ME_LS,0,0.02,83,1.48,7.0,0.0,1
60% Vaccinated,4.5,ME_ME_LS,0,0.02,84,1.98,11.05,0.0,1
60% Vaccinated,4.5,ME_ME_LS,0,0.02,85,1.75,5.6,0.0,1
60% Vaccinated,4.5,ME_ME_LS,0,0.02,86,1.95,9.1,0.0,1
60% Vaccinated,4.5,ME_ME_LS,0,0.02,87,2.37,11.4,0.0,1
60% Vaccinated,4.5,ME_ME_LS,0,0.02,88,1.74,9.05,0.0,1
60% Vaccinated,4.5,ME_ME_LS,0,0.02,89,1.81,11.05,0.0,1
60% Vaccinated,4.5,ME_ME_LS,0,0.02,90,1.69,8.15,0.0,1
60% Vaccinated,4.5,ME_ME_LS,0,0.02,91,1.63,9.0,0.0,1
60% Vaccinated,4.5,ME_ME_LS,0,0.02,92,1.87,10.1,0.0,1
60% Vaccinated,4.5,ME_ME_LS,0,0.02,93,1.3,6.05,0.0,1
60% Vaccinated,4.5,ME_ME_LS,0,0.02,94,1.03,4.0,0.0,1
60% Vaccinated,4.5,ME_ME_LS,0,0.02,95,1.32,7.05,0.0,1
60% Vaccinated,4.5,ME_ME_LS,0,0.02,96,1.44,9.0,0.0,1
60% Vaccinated,4.5,ME_ME_LS,0,0.02,97,2.04,12.0,0.0,1
60% Vaccinated,4.5,ME_ME_LS,0,0.02,98,2.14,12.2,0.0,1
60% Vaccinated,4.5,ME_ME_LS,0,0.02,99,2.41,14.05,0.0,1
60% Vaccinated,4.5,ME_ME_LS,0,0.02,100,2.22,14.05,0.0,1
60% Vaccinated,4.5,ME_ME_LS,0,0.02,101,1.15,7.0,0.0,1
60% Vaccinated,4.5,ME_ME_LS,0,0.02,102,1.23,7.0,0.0,1
60% Vaccinated,4.5,ME_ME_LS,0,0.02,103,1.23,4.1,0.0,1
60% Vaccinated,4.5,ME_ME_LS,0,0.02,104,1.18,4.05,0.0,1
60% Vaccinated,4.5,ME_ME_LS,0,0.02,105,0.35,1.1,0.0,1
70% Vaccinated,4.5,ME_ME_LS,0,0.02,0,0.0,0.0,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,0.02,1,0.33,1.0,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,0.02,2,0.43,2.0,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,0.02,3,0.82,2.05,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,0.02,4,1.29,4.05,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,0.02,5,0.97,7.05,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,0.02,6,0.82,2.15,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,0.02,7,0.97,5.05,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,0.02,8,1.64,6.3,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,0.02,9,1.91,10.15,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,0.02,10,2.23,9.2,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,0.02,11,1.75,9.05,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,0.02,12,1.34,6.0,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,0.02,13,0.86,4.0,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,0.02,14,0.86,3.0,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,0.02,15,0.86,2.15,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,0.02,16,0.75,2.0,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,0.02,17,0.77,2.05,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,0.02,18,0.69,2.0,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,0.02,19,0.8,2.1,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,0.02,20,1.05,6.1,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,0.02,21,1.26,9.05,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,0.02,22,1.18,6.0,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,0.02,23,0.97,3.05,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,0.02,24,0.92,4.05,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,0.02,25,1.33,5.05,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,0.02,26,1.0,5.0,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,0.02,27,1.33,6.1,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,0.02,28,0.98,6.0,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,0.02,29,1.06,8.0,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,0.02,30,1.3,6.2,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,0.02,31,0.82,3.05,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,0.02,32,0.74,2.05,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,0.02,33,0.72,3.0,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,0.02,34,0.61,4.0,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,0.02,35,0.64,2.05,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,0.02,36,0.86,2.0,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,0.02,37,0.72,2.0,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,0.02,38,0.51,2.05,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,0.02,39,0.69,3.05,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,0.02,40,1.12,5.0,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,0.02,41,1.48,5.05,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,0.02,42,1.25,9.0,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,0.02,43,1.06,6.05,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,0.02,44,0.87,4.05,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,0.02,45,0.51,2.0,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,0.02,46,0.53,2.0,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,0.02,47,0.93,3.05,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,0.02,48,0.9,3.15,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,0.02,49,0.58,3.0,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,0.02,50,0.84,4.05,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,0.02,51,1.15,5.05,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,0.02,52,0.9,3.05,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,0.02,53,0.95,3.05,0.0,1
70% Vaccinated,4.5,ME_ME_LS,0,0.02,54,0.91,4.0,0.0,1
70% Vaccinated,4.5,ME_ME_LS,0,0.02,55,1.41,3.3,0.0,1
70% Vaccinated,4.5,ME_ME_LS,0,0.02,56,1.25,7.0,0.0,1
70% Vaccinated,4.5,ME_ME_LS,0,0.02,57,1.44,6.25,0.0,1
70% Vaccinated,4.5,ME_ME_LS,0,0.02,58,1.69,10.05,0.0,1
70% Vaccinated,4.5,ME_ME_LS,0,0.02,59,1.43,10.05,0.0,1
70% Vaccinated,4.5,ME_ME_LS,0,0.02,60,1.38,7.05,0.0,1
70% Vaccinated,4.5,ME_ME_LS,0,0.02,61,1.45,8.0,0.0,1
70% Vaccinated,4.5,ME_ME_LS,0,0.02,62,1.57,6.15,0.0,1
70% Vaccinated,4.5,ME_ME_LS,0,0.02,63,1.47,6.1,0.0,1
70% Vaccinated,4.5,ME_ME_LS,0,0.02,64,1.93,11.15,0.0,1
70% Vaccinated,4.5,ME_ME_LS,0,0.02,65,1.83,6.3,0.0,1
70% Vaccinated,4.5,ME_ME_LS,0,0.02,66,1.15,4.0,0.0,1
70% Vaccinated,4.5,ME_ME_LS,0,0.02,67,1.01,2.1,0.0,1
70% Vaccinated,4.5,ME_ME_LS,0,0.02,68,1.15,5.05,0.0,1
70% Vaccinated,4.5,ME_ME_LS,0,0.02,69,1.45,7.1,0.0,1
70% Vaccinated,4.5,ME_ME_LS,0,0.02,70,1.15,5.05,0.0,1
70% Vaccinated,4.5,ME_ME_LS,0,0.02,71,0.93,3.0,0.0,1
70% Vaccinated,4.5,ME_ME_LS,0,0.02,72,1.16,5.0,0.0,1
70% Vaccinated,4.5,ME_ME_LS,0,0.02,73,1.16,3.15,0.0,1
70% Vaccinated,4.5,ME_ME_LS,0,0.02,74,1.13,8.05,0.0,1
70% Vaccinated,4.5,ME_ME_LS,0,0.02,75,1.31,8.0,0.0,1
70% Vaccinated,4.5,ME_ME_LS,0,0.02,76,1.22,5.05,0.0,1
70% Vaccinated,4.5,ME_ME_LS,0,0.02,77,1.47,8.15,0.0,1
70% Vaccinated,4.5,ME_ME_LS,0,0.02,78,1.44,10.0,0.0,1
70% Vaccinated,4.5,ME_ME_LS,0,0.02,79,1.5,7.1,0.0,1
70% Vaccinated,4.5,ME_ME_LS,0,0.02,80,1.29,6.05,0.0,1
70% Vaccinated,4.5,ME_ME_LS,0,0.02,81,1.01,5.05,0.0,1
70% Vaccinated,4.5,ME_ME_LS,0,0.02,82,1.15,6.0,0.0,1
70% Vaccinated,4.5,ME_ME_LS,0,0.02,83,1.58,11.0,0.0,1
70% Vaccinated,4.5,ME_ME_LS,0,0.02,84,1.59,7.15,0.0,1
70% Vaccinated,4.5,ME_ME_LS,0,0.02,85,1.89,11.0,0.0,1
70% Vaccinated,4.5,ME_ME_LS,0,0.02,86,1.39,6.15,0.0,1
70% Vaccinated,4.5,ME_ME_LS,0,0.02,87,1.06,2.05,0.0,1
70% Vaccinated,4.5,ME_ME_LS,0,0.02,88,0.95,4.1,0.0,1
70% Vaccinated,4.5,ME_ME_LS,0,0.02,89,0.88,4.0,0.0,1
70% Vaccinated,4.5,ME_ME_LS,0,0.02,90,0.8,2.0,0.0,1
70% Vaccinated,4.5,ME_ME_LS,0,0.02,91,0.76,5.0,0.0,1
70% Vaccinated,4.5,ME_ME_LS,0,0.02,92,0.85,4.0,0.0,1
70% Vaccinated,4.5,ME_ME_LS,0,0.02,93,0.81,4.0,0.0,1
70% Vaccinated,4.5,ME_ME_LS,0,0.02,94,1.05,6.05,0.0,1
70% Vaccinated,4.5,ME_ME_LS,0,0.02,95,1.17,3.0,0.0,1
70% Vaccinated,4.5,ME_ME_LS,0,0.02,96,1.09,5.1,0.0,1
70% Vaccinated,4.5,ME_ME_LS,0,0.02,97,1.19,7.05,0.0,1
70% Vaccinated,4.5,ME_ME_LS,0,0.02,98,0.76,3.1,0.0,1
70% Vaccinated,4.5,ME_ME_LS,0,0.02,99,1.2,4.05,0.0,1
70% Vaccinated,4.5,ME_ME_LS,0,0.02,100,1.0,2.2,0.0,1
70% Vaccinated,4.5,ME_ME_LS,0,0.02,101,0.79,3.0,0.0,1
70% Vaccinated,4.5,ME_ME_LS,0,0.02,102,1.15,3.05,0.0,1
70% Vaccinated,4.5,ME_ME_LS,0,0.02,103,0.84,2.25,0.0,1
