vu,R0,str,vk,va,tp,ms,wk,q50,q95,q5,bo
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,1a,57,15.86,133.78,3.28,1
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,1a,58,16.5,143.29,2.86,1
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,1a,59,17.14,120.34,2.14,1
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,1a,60,17.57,115.71,3.42,1
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,1a,61,18.86,138.99,3.43,1
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,1a,62,23.14,142.97,3.41,1
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,1a,63,25.71,190.54,4.4,1
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,1a,64,23.14,209.25,4.26,1
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,1a,65,26.79,186.88,4.28,1
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,1a,66,27.0,189.96,3.99,1
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,1a,67,25.07,151.84,4.13,1
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,1a,68,24.43,100.48,3.86,1
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,1a,69,24.0,138.86,2.57,1
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,1a,70,23.14,121.89,3.79,1
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,1a,71,24.43,131.34,2.85,1
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,1a,72,19.29,144.32,3.41,1
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,1a,73,19.14,106.33,2.99,1
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,1a,74,20.57,95.85,2.56,1
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,1a,75,19.29,128.44,3.14,1
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,1a,76,19.29,143.1,2.56,1
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,1a,77,17.57,162.77,2.28,1
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,1a,78,17.79,168.69,2.13,1
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,1a,79,18.64,168.69,2.28,1
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,1a,80,17.79,128.06,3.41,1
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,1a,81,23.79,156.47,4.26,1
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,0,0.0,0.0,0.0,0
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,1,0.0,0.86,0.0,0
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,2,0.0,1.72,0.0,0
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,3,0.0,1.86,0.0,0
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,4,0.07,3.72,0.0,0
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,5,0.21,5.02,0.0,0
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,6,0.43,5.44,0.0,0
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,7,0.5,6.55,0.0,0
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,8,0.71,7.62,0.0,0
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,9,0.79,7.74,0.0,0
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,10,0.57,9.04,0.0,0
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,11,0.86,8.61,0.0,0
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,12,0.79,9.47,0.0,0
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,13,0.71,8.86,0.0,0
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,14,0.71,10.29,0.0,0
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,15,1.0,7.96,0.0,0
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,16,0.86,6.59,0.0,0
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,17,1.07,5.59,0.0,0
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,18,1.0,7.15,0.0,0
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,19,0.93,6.67,0.0,0
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,20,1.0,5.69,0.0,0
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,21,0.79,5.89,0.0,0
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,22,1.0,5.74,0.0,0
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,23,1.07,5.48,0.0,0
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,24,1.0,6.74,0.0,0
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,25,1.0,6.61,0.0,0
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,26,1.07,7.03,0.0,0
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,27,0.86,5.16,0.0,0
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,28,0.86,5.59,0.0,0
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,29,0.86,7.74,0.0,0
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,30,0.86,6.88,0.0,0
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,31,1.29,7.86,0.0,0
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,32,1.71,10.74,0.14,0
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,33,2.21,10.66,0.14,0
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,34,2.57,14.31,0.29,0
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,35,3.43,18.88,0.56,0
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,36,3.57,21.99,0.57,0
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,37,4.5,18.88,0.56,0
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,38,4.0,24.13,0.86,0
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,39,4.43,27.04,0.85,0
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,40,4.5,36.47,1.0,0
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,41,4.57,39.86,0.57,0
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,42,5.29,44.1,0.86,0
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,43,5.57,45.02,0.99,0
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,44,5.79,46.35,1.29,0
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,45,7.29,60.49,1.57,0
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,46,6.07,62.49,1.42,0
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,47,7.57,50.34,1.55,0
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,48,7.71,45.88,1.29,0
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,49,8.43,47.34,1.27,0
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,50,9.0,55.74,1.28,0
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,51,9.0,46.41,1.42,0
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,52,10.5,54.19,1.43,0
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,53,10.07,44.16,1.99,1
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,54,9.0,55.8,1.85,1
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,55,9.43,46.35,1.85,1
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,56,8.14,34.91,1.99,1
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,57,9.79,38.57,1.71,1
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,58,9.43,37.14,1.42,1
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,59,9.86,34.71,1.43,1
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,60,8.14,41.21,1.42,1
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,61,9.64,42.58,1.29,1
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,62,8.79,65.83,1.42,1
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,63,9.0,58.69,1.7,1
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,64,10.29,54.64,1.42,1
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,65,9.43,43.78,1.42,1
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,66,9.64,38.64,1.28,1
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,67,8.57,37.54,1.42,1
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,68,7.71,37.54,1.28,1
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,69,8.14,29.7,1.28,1
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,70,6.57,33.62,1.29,1
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,71,7.29,33.88,1.0,1
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,72,7.07,33.75,1.29,1
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,73,6.86,45.39,1.56,1
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,74,7.5,60.49,1.41,1
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,75,7.07,57.02,1.56,1
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,76,7.29,51.69,1.41,1
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,77,6.79,41.21,1.27,1
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,78,7.71,41.61,1.71,1
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,79,8.36,50.27,1.56,1
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,80,7.5,52.78,1.43,1
70% Vaccinated,5.0,ME_ME_TS,0,0.2,ass100_90at5,2,81,8.36,52.14,1.86,1
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,0,0.0,0.0,0.0,0
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,1,0.0,1.15,0.0,0
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,2,0.0,3.58,0.0,0
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,3,0.0,7.59,0.0,0
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,4,0.14,9.64,0.0,0
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,5,0.29,14.41,0.0,0
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,6,0.57,14.56,0.0,0
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,7,0.64,13.94,0.0,0
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,8,0.71,17.59,0.0,0
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,9,0.93,18.04,0.0,0
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,10,1.07,18.47,0.0,0
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,11,1.0,16.24,0.0,0
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,12,1.0,16.44,0.0,0
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,13,1.14,15.02,0.0,0
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,14,1.29,16.31,0.0,0
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,15,1.29,11.74,0.0,0
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,16,1.43,12.92,0.0,0
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,17,1.57,9.86,0.0,0
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,18,1.43,10.8,0.0,0
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,19,1.21,9.94,0.0,0
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,20,1.29,9.02,0.0,0
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,21,1.29,8.21,0.0,0
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,22,1.14,9.04,0.0,0
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,23,1.29,8.46,0.0,0
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,24,1.29,8.68,0.0,0
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,25,1.21,8.59,0.0,0
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,26,1.21,9.96,0.0,0
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,27,1.29,8.16,0.0,0
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,28,1.43,7.86,0.0,0
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,29,1.43,7.33,0.0,0
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,30,1.86,8.19,0.14,0
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,31,3.86,12.02,1.27,0
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,32,8.5,25.76,3.29,0
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,33,17.21,69.58,6.83,0
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,34,29.57,133.78,11.39,0
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,35,52.71,187.14,17.91,0
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,36,72.64,271.54,28.09,0
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,37,92.57,277.71,24.36,0
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,38,84.86,258.81,20.51,0
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,39,65.57,244.16,18.0,0
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,40,51.43,197.87,12.79,0
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,41,46.29,150.43,11.57,0
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,42,34.71,116.1,9.0,0
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,43,30.86,105.3,8.98,0
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,44,27.0,122.59,7.71,0
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,45,21.0,94.31,6.41,0
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,46,20.57,104.72,7.26,0
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,47,14.57,77.53,6.43,0
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,48,18.0,73.29,6.41,0
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,49,16.71,69.43,6.86,0
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,50,20.14,74.19,6.81,0
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,51,21.86,82.61,5.14,0
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,52,22.5,131.21,5.98,0
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,53,25.07,154.48,6.81,1
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,54,27.0,195.49,7.65,1
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,55,33.43,201.54,7.71,1
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,56,44.57,196.91,8.12,1
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,57,38.57,174.15,11.51,1
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,58,40.5,213.11,9.43,1
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,59,39.86,154.29,7.71,1
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,60,34.71,185.14,9.0,1
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,61,28.29,138.86,7.69,1
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,62,27.0,127.93,7.65,1
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,63,24.43,112.05,6.86,1
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,64,23.36,111.86,5.98,1
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,65,23.14,104.53,6.43,1
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,66,18.64,104.72,8.12,1
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,67,22.71,154.67,7.71,1
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,68,24.86,115.71,8.55,1
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,69,25.29,131.53,7.67,1
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,70,27.0,115.84,9.32,1
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,71,27.0,116.87,8.96,1
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,72,25.71,162.0,9.41,1
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,73,30.21,114.49,8.12,1
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,74,27.64,98.04,9.39,1
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,75,29.57,103.24,7.71,1
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,76,30.86,126.64,8.94,1
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,77,24.64,112.05,9.0,1
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,78,25.71,94.89,7.71,1
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,79,23.14,145.61,6.84,1
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,80,23.14,119.96,7.26,1
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,1a,81,20.36,127.54,7.67,1
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,2,0,0.0,0.0,0.0,0
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,2,1,0.0,0.86,0.0,0
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,2,2,0.0,1.72,0.0,0
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,2,3,0.0,1.86,0.0,0
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,2,4,0.07,3.72,0.0,0
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,2,5,0.21,5.02,0.0,0
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,2,6,0.43,5.44,0.0,0
70% Vaccinated,5.0,ME_ME_TS,0,1.0,ass100_90at5,2,7,0.5,6.55,0.0,0
