vu,R0,str,vr,vk,va,wk,q50,q95,q5,bo
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,0.2,48,4.93,76.17,0.86,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,0.2,49,5.64,116.69,1.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,0.2,50,7.29,93.83,1.14,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,0.2,51,9.71,87.97,1.14,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,0.2,52,14.86,115.17,1.14,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,0.2,53,16.5,115.06,1.42,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,0.2,54,20.79,135.0,1.54,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,0.2,55,24.29,100.8,2.0,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,0.2,56,23.79,95.83,1.85,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,0.2,57,20.57,126.74,2.0,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,0.2,58,17.71,107.49,2.41,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,0.2,59,14.64,98.51,1.84,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,0.2,60,11.29,100.14,1.43,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,0.2,61,11.07,80.14,1.56,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,0.2,62,9.29,76.14,1.43,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,0.2,63,10.43,97.66,1.29,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,0.2,64,9.43,82.54,0.71,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,0.2,65,10.21,91.03,0.99,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,0.2,66,11.57,117.43,1.0,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,0.2,67,10.14,154.17,1.41,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,0.2,68,10.57,149.51,1.56,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,0.2,69,14.14,145.2,1.71,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,0.2,70,16.36,128.09,1.14,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,0.2,71,19.07,114.51,1.27,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,0.2,72,21.64,94.49,1.28,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,0.2,73,18.57,117.69,1.14,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,0.2,74,13.86,127.66,1.29,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,0.2,75,13.64,116.63,1.42,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,0.2,76,12.57,114.51,1.56,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,0.2,77,13.43,105.26,1.28,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,0.2,78,12.21,78.91,1.14,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,0.2,79,10.86,70.97,0.99,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,0.2,80,8.64,92.74,1.28,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,0.2,81,9.36,93.71,1.0,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,0,0.0,0.14,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,1,0.0,1.44,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,2,0.14,4.66,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,3,0.14,6.49,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,4,0.29,9.73,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,5,0.29,12.86,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,6,0.57,10.36,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,7,1.14,11.45,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,8,1.21,11.61,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,9,2.07,14.09,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,10,2.29,16.07,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,11,2.29,16.3,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,12,2.0,17.35,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,13,2.86,15.71,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,14,3.07,14.59,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,15,2.86,12.49,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,16,2.86,11.27,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,17,2.57,13.58,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,18,2.29,15.02,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,19,1.93,11.46,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,20,2.0,12.17,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,21,2.0,13.01,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,22,2.14,13.74,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,23,2.57,14.35,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,24,2.64,11.22,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,25,2.5,14.24,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,26,2.43,9.61,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,27,2.79,11.53,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,28,2.36,9.91,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,29,2.79,12.61,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,30,4.36,15.47,1.14,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,31,6.86,29.93,1.99,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,32,12.57,47.53,3.69,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,33,18.79,106.97,7.69,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,34,31.21,123.0,9.99,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,35,41.43,134.97,12.27,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,36,54.57,142.4,12.21,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,37,58.86,157.83,11.51,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,38,46.57,123.54,7.97,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,39,33.71,112.69,6.09,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,40,20.86,105.97,4.28,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,41,16.86,84.6,3.99,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,42,11.14,71.26,3.85,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,43,7.71,66.31,3.29,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,44,7.43,61.51,3.14,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,45,7.86,66.77,3.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,46,9.86,76.63,3.29,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,47,13.07,104.11,3.71,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,48,17.93,136.71,4.24,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,49,23.5,123.49,4.28,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,50,32.14,140.14,4.28,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,51,39.43,121.14,4.85,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,52,26.57,110.37,5.14,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,53,27.36,109.74,4.83,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,54,23.36,104.0,4.71,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,55,17.36,112.89,4.28,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,56,14.29,104.4,3.56,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,57,13.57,93.83,3.57,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,58,12.86,92.8,3.71,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,59,12.57,82.09,4.27,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,60,12.36,78.77,3.99,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,61,15.64,101.97,3.56,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,62,18.14,135.14,3.14,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,63,27.14,113.29,3.85,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,64,28.64,116.23,3.7,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,65,27.43,114.31,4.11,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,66,24.0,128.0,3.69,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,67,21.5,111.63,4.0,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,68,20.71,97.71,2.99,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,69,19.64,85.23,3.42,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,70,12.71,81.74,4.29,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,71,13.43,83.6,4.43,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,72,15.0,94.66,4.0,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,73,16.64,94.6,4.12,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,74,18.14,91.57,4.42,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,75,20.64,101.23,5.39,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,76,18.0,117.77,4.56,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,77,23.79,117.23,3.84,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,78,23.43,118.4,3.55,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,79,23.79,145.2,3.86,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,80,24.07,155.46,4.42,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,1.0,81,20.21,115.49,4.71,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,0,0.0,0.14,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,1,0.0,1.44,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,2,0.14,4.66,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,3,0.14,6.49,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,4,0.29,9.73,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,5,0.29,12.86,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,6,0.57,10.36,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,7,1.14,11.45,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,8,1.07,11.61,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,9,2.07,14.09,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,10,2.29,16.07,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,11,2.29,16.3,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,12,2.0,17.35,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,13,2.86,15.71,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,14,3.07,14.59,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,15,2.86,12.49,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,16,2.86,11.27,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,17,2.57,13.58,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,18,2.29,15.02,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,19,1.93,11.46,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,20,2.0,12.17,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,21,2.0,13.01,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,22,2.14,13.74,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,23,2.57,14.35,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,24,2.64,11.22,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,25,2.5,14.24,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,26,2.43,9.61,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,27,2.79,11.53,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,28,2.36,9.91,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,29,2.79,12.61,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,30,9.5,22.31,6.43,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,31,21.0,43.63,13.57,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,32,33.5,74.29,20.99,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,33,62.0,123.91,24.49,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,34,90.0,143.51,42.83,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,35,77.14,156.46,38.63,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,36,66.0,181.26,22.86,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,37,45.71,108.23,14.83,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,38,29.71,80.34,13.69,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,39,23.14,61.74,11.4,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,40,19.71,61.83,10.43,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,41,20.86,80.0,11.13,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,42,23.57,69.83,11.98,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,43,28.57,80.26,12.83,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,44,36.29,90.91,12.98,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,45,43.43,121.4,13.14,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,46,49.43,114.29,14.29,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,47,52.57,99.54,14.39,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,48,45.71,100.91,13.57,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,49,42.57,91.77,14.8,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,50,30.57,98.29,15.4,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,51,29.43,116.8,14.18,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,52,28.0,101.09,12.56,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,53,31.14,105.37,12.71,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,54,34.29,100.74,11.29,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,55,39.71,99.4,12.14,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,56,38.86,98.63,11.71,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,57,42.29,96.69,12.71,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,58,43.43,102.86,14.83,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,59,34.0,102.94,13.69,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,60,32.57,96.09,14.11,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,61,33.14,92.0,13.11,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,62,28.0,89.37,11.41,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,63,34.29,92.43,11.41,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,64,33.43,87.09,12.26,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,65,34.57,124.63,13.28,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,66,31.43,110.09,11.36,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,67,38.29,105.34,11.86,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,68,40.0,100.69,12.57,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,69,42.0,109.71,11.39,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,70,37.43,92.0,13.11,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,71,36.0,92.6,13.11,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,72,29.71,105.46,12.54,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,73,27.43,101.77,12.24,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,74,25.71,98.31,11.13,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,75,28.86,100.69,12.28,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,76,34.86,103.0,13.69,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,77,31.71,95.69,12.56,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,78,34.29,119.11,12.51,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,79,36.86,142.6,11.96,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,80,38.0,107.89,11.41,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,5.0,81,39.71,141.83,13.11,1
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,25.0,0,0.0,0.14,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,25.0,1,0.0,1.44,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,25.0,2,0.07,4.66,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,25.0,3,0.14,6.49,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,25.0,4,0.29,9.73,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,25.0,5,0.29,12.86,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,25.0,6,0.5,10.36,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,25.0,7,1.14,11.45,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,25.0,8,1.07,11.61,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,25.0,9,2.07,14.09,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,25.0,10,2.29,16.07,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,25.0,11,2.29,16.3,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,25.0,12,2.0,17.35,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,25.0,13,2.86,15.71,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,25.0,14,3.07,14.59,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,25.0,15,2.86,12.49,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,25.0,16,2.57,11.27,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,25.0,17,2.57,13.58,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,25.0,18,2.21,15.02,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,25.0,19,1.86,11.46,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,25.0,20,2.0,12.17,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,25.0,21,2.0,13.01,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,25.0,22,2.14,13.74,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,25.0,23,2.57,14.35,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,25.0,24,2.64,11.22,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,25.0,25,2.5,14.24,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,25.0,26,2.43,9.61,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,25.0,27,2.79,11.53,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,25.0,28,2.36,9.91,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,25.0,29,2.79,12.61,0.0,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,25.0,30,36.14,47.93,31.71,0
70% Vaccinated,5.0,ME_ME_TS,AZ_25,0,25.0,31,80.07,114.43,50.04,0
