"strategy","relax_strategies","vaccine_uptake","unmitigated_reproduction_rate","phase_1_vaccine_transmission_reduction","phase_2_3_vaccine_transmission_reduction","week","percentile_5th","percentile_50th","percentile_95th"
"Aggressive Elimination",1,90,2.5,75,75,32,0,0.43,1.71
"Aggressive Elimination",1,90,2.5,75,75,33,0,0.43,2
"Aggressive Elimination",1,90,2.5,75,75,34,0,0.43,2.01
"Aggressive Elimination",1,90,2.5,75,75,35,0,0.43,1.86
"Aggressive Elimination",1,90,2.5,75,75,36,0,0.43,1.71
"Aggressive Elimination",1,90,2.5,75,75,37,0,0.43,1.58
"Aggressive Elimination",1,90,2.5,75,75,38,0,0.43,1.43
"Aggressive Elimination",1,90,2.5,75,75,39,0,0.57,1.72
"Aggressive Elimination",1,90,2.5,75,75,40,0.14,1,2.29
"Aggressive Elimination",1,90,2.5,75,75,41,0.14,1.36,2.86
"Aggressive Elimination",1,90,2.5,75,75,42,0.14,1.36,3.71
"Aggressive Elimination",1,90,2.5,75,75,43,0.14,1.36,3.45
"Aggressive Elimination",1,90,2.5,75,75,44,0.14,1.57,3.46
"Aggressive Elimination",1,90,2.5,75,75,45,0.14,1.5,3.44
"Aggressive Elimination",1,90,2.5,75,75,46,0,1.29,4.01
"Aggressive Elimination",1,90,2.5,75,75,47,0.14,1.29,3.3
"Aggressive Elimination",1,90,2.5,75,75,48,0.14,1.43,3.43
"Aggressive Elimination",1,90,2.5,75,75,49,0.28,1.43,3.01
"Aggressive Elimination",1,90,2.5,75,75,50,0.14,1.29,3.01
"Aggressive Elimination",1,90,2.5,75,75,51,0.14,1.43,3.14
"Aggressive Elimination",1,90,2.5,75,75,52,0.28,1.14,3.29
"Aggressive Elimination",1,75,2.5,75,90,0,0.86,0.86,1
"Aggressive Elimination",1,75,2.5,75,90,1,0.43,1,1.86
"Aggressive Elimination",1,75,2.5,75,90,2,0.43,1.29,2.14
"Aggressive Elimination",1,75,2.5,75,90,3,0.14,0.86,2.01
"Aggressive Elimination",1,75,2.5,75,90,4,0.14,0.86,1.87
"Aggressive Elimination",1,75,2.5,75,90,5,0,0.71,1.72
"Aggressive Elimination",1,75,2.5,75,90,6,0,0.57,1.58
"Aggressive Elimination",1,75,2.5,75,90,7,0,0.43,1.57
"Aggressive Elimination",1,75,2.5,75,90,8,0,0.43,1.72
"Aggressive Elimination",1,75,2.5,75,90,9,0,0.43,1.57
"Aggressive Elimination",1,75,2.5,75,90,10,0,0.29,1.43
"Aggressive Elimination",1,75,2.5,75,90,11,0,0.14,1.29
"Aggressive Elimination",1,75,2.5,75,90,12,0,0.14,1.16
"Aggressive Elimination",1,75,2.5,75,90,13,0,0.14,1
"Aggressive Elimination",1,75,2.5,75,90,14,0,0.14,1.44
"Aggressive Elimination",1,75,2.5,75,90,15,0,0.14,1.29
"Aggressive Elimination",1,75,2.5,75,90,16,0,0.14,1.29
"Aggressive Elimination",1,75,2.5,75,90,17,0,0.14,1.29
"Aggressive Elimination",1,75,2.5,75,90,18,0,0.14,1.29
"Aggressive Elimination",1,75,2.5,75,90,19,0,0.14,1.02
"Aggressive Elimination",1,75,2.5,75,90,20,0,0.14,1.01
"Aggressive Elimination",1,75,2.5,75,90,21,0,0.14,1.01
"Aggressive Elimination",1,75,2.5,75,90,22,0,0.14,1.01
"Aggressive Elimination",1,75,2.5,75,90,23,0,0,1.14
"Aggressive Elimination",1,75,2.5,75,90,24,0,0.14,1
"Aggressive Elimination",1,75,2.5,75,90,25,0,0.14,0.86
"Aggressive Elimination",1,75,2.5,75,90,26,0,0.14,0.86
"Aggressive Elimination",1,75,2.5,75,90,27,0,0.29,0.86
"Aggressive Elimination",1,75,2.5,75,90,28,0,0.43,1.29
"Aggressive Elimination",1,75,2.5,75,90,29,0,0.43,1.58
"Aggressive Elimination",1,75,2.5,75,90,30,0,0.57,1.72
"Aggressive Elimination",1,75,2.5,75,90,31,0,0.43,1.58
"Aggressive Elimination",1,75,2.5,75,90,32,0,0.43,2
"Aggressive Elimination",1,75,2.5,75,90,33,0,0.43,1.86
"Aggressive Elimination",1,75,2.5,75,90,34,0,0.43,1.86
"Aggressive Elimination",1,75,2.5,75,90,35,0,0.43,1.57
"Aggressive Elimination",1,75,2.5,75,90,36,0,0.57,1.87
"Aggressive Elimination",1,75,2.5,75,90,37,0,0.43,1.44
"Aggressive Elimination",1,75,2.5,75,90,38,0,0.43,1.59
"Aggressive Elimination",1,75,2.5,75,90,39,0,0.5,1.86
"Aggressive Elimination",1,75,2.5,75,90,40,0.14,0.86,2.3
"Aggressive Elimination",1,75,2.5,75,90,41,0.14,1.14,3.29
"Aggressive Elimination",1,75,2.5,75,90,42,0.14,1.14,3.57
"Aggressive Elimination",1,75,2.5,75,90,43,0.14,1.29,3.43
"Aggressive Elimination",1,75,2.5,75,90,44,0.14,1.21,3.58
"Aggressive Elimination",1,75,2.5,75,90,45,0.14,1.29,3.59
"Aggressive Elimination",1,75,2.5,75,90,46,0.14,1.14,3.57
"Aggressive Elimination",1,75,2.5,75,90,47,0.14,1.14,3.29
"Aggressive Elimination",1,75,2.5,75,90,48,0.14,1.29,3.46
"Aggressive Elimination",1,75,2.5,75,90,49,0.14,1.43,3.14
"Aggressive Elimination",1,75,2.5,75,90,50,0.14,1.21,2.86
"Aggressive Elimination",1,75,2.5,75,90,51,0.14,1.14,3.14
"Aggressive Elimination",1,75,2.5,75,90,52,0.14,1.07,2.86
"Aggressive Elimination",1,60,2.5,90,50,0,0.86,0.86,1
"Aggressive Elimination",1,60,2.5,90,50,1,0.43,1,1.86
"Aggressive Elimination",1,60,2.5,90,50,2,0.43,1.29,2.14
"Aggressive Elimination",1,60,2.5,90,50,3,0.14,0.86,2.01
"Aggressive Elimination",1,60,2.5,90,50,4,0.14,0.86,2.01
"Aggressive Elimination",1,60,2.5,90,50,5,0,0.57,1.86
"Aggressive Elimination",1,60,2.5,90,50,6,0,0.57,1.44
"Aggressive Elimination",1,60,2.5,90,50,7,0,0.43,1.29
"Aggressive Elimination",1,60,2.5,90,50,8,0,0.43,1.57
"Aggressive Elimination",1,60,2.5,90,50,9,0,0.43,1.29
"Aggressive Elimination",1,60,2.5,90,50,10,0,0.29,1.29
"Aggressive Elimination",1,60,2.5,90,50,11,0,0.14,1.57
"Aggressive Elimination",1,60,2.5,90,50,12,0,0.14,1.15
"Aggressive Elimination",1,60,2.5,90,50,13,0,0.14,1.15
"Aggressive Elimination",1,60,2.5,90,50,14,0,0.14,1
"Aggressive Elimination",1,60,2.5,90,50,15,0,0.14,1.29
"Aggressive Elimination",1,60,2.5,90,50,16,0,0.14,1.29
"Aggressive Elimination",1,60,2.5,90,50,17,0,0.14,1.14
"Aggressive Elimination",1,60,2.5,90,50,18,0,0.14,1.43
"Aggressive Elimination",1,60,2.5,90,50,19,0,0.14,1.14
"Aggressive Elimination",1,60,2.5,90,50,20,0,0.14,1.14
"Aggressive Elimination",1,60,2.5,90,50,21,0,0.14,1.43
"Aggressive Elimination",1,60,2.5,90,50,22,0,0.14,1.43
"Aggressive Elimination",1,60,2.5,90,50,23,0,0.14,1.29
"Aggressive Elimination",1,60,2.5,90,50,24,0,0.14,1.15
"Aggressive Elimination",1,60,2.5,90,50,25,0,0.14,1.15
"Aggressive Elimination",1,60,2.5,90,50,26,0,0.29,1.3
"Aggressive Elimination",1,60,2.5,90,50,27,0,0.29,1.29
"Aggressive Elimination",1,60,2.5,90,50,28,0,0.57,1.29
"Aggressive Elimination",1,60,2.5,90,50,29,0,0.57,2
"Aggressive Elimination",1,60,2.5,90,50,30,0,0.57,1.86
"Aggressive Elimination",1,60,2.5,90,50,31,0,0.57,1.73
"Aggressive Elimination",1,60,2.5,90,50,32,0,0.57,2.15
"Aggressive Elimination",1,60,2.5,90,50,33,0,0.64,2.14
"Aggressive Elimination",1,60,2.5,90,50,34,0,0.71,2.74
"Aggressive Elimination",1,60,2.5,90,50,35,0,0.71,2.57
"Aggressive Elimination",1,60,2.5,90,50,36,0,0.71,2.59
"Aggressive Elimination",1,60,2.5,90,50,37,0,0.71,2.61
"Aggressive Elimination",1,60,2.5,90,50,38,0,0.71,2.58
"Aggressive Elimination",1,60,2.5,90,50,39,0,0.86,2.71
"Aggressive Elimination",1,60,2.5,90,50,40,0.14,1.29,3.01
"Aggressive Elimination",1,60,2.5,90,50,41,0.28,1.5,4.29
"Aggressive Elimination",1,60,2.5,90,50,42,0.14,2,4.58
"Aggressive Elimination",1,60,2.5,90,50,43,0.28,2.43,5.16
"Aggressive Elimination",1,60,2.5,90,50,44,0.29,2.43,5.86
"Aggressive Elimination",1,60,2.5,90,50,45,0.29,2.64,6.29
"Aggressive Elimination",1,60,2.5,90,50,46,0.14,2.57,6.31
"Aggressive Elimination",1,60,2.5,90,50,47,0.28,2.71,5.89
"Aggressive Elimination",1,60,2.5,90,50,48,0.29,2.5,6.16
"Aggressive Elimination",1,60,2.5,90,50,49,0.57,2.64,6.58
"Aggressive Elimination",1,60,2.5,90,50,50,0.43,2.5,6.44
"Aggressive Elimination",1,60,2.5,90,50,51,0.28,2.79,6.86
"Aggressive Elimination",1,60,2.5,90,50,52,0.42,2.57,6.01
"Aggressive Elimination",1,60,2.5,90,75,0,0.86,0.86,1
"Aggressive Elimination",1,60,2.5,90,75,1,0.43,1,1.86
"Aggressive Elimination",1,60,2.5,90,75,2,0.43,1.29,2.14
"Aggressive Elimination",1,60,2.5,90,75,3,0.14,0.86,2.01
"Aggressive Elimination",1,60,2.5,90,75,4,0.14,0.86,2.01
"Aggressive Elimination",1,60,2.5,90,75,5,0,0.57,1.86
"Aggressive Elimination",1,60,2.5,90,75,6,0,0.57,1.44
"Aggressive Elimination",1,60,2.5,90,75,7,0,0.43,1.29
"Aggressive Elimination",1,60,2.5,90,75,8,0,0.43,1.57
"Aggressive Elimination",1,60,2.5,90,75,9,0,0.43,1.29
"Aggressive Elimination",1,60,2.5,90,75,10,0,0.29,1.29
"Aggressive Elimination",1,60,2.5,90,75,11,0,0.14,1.57
"Aggressive Elimination",1,60,2.5,90,75,12,0,0.14,1.15
"Aggressive Elimination",1,60,2.5,90,75,13,0,0.14,1.15
"Aggressive Elimination",1,60,2.5,90,75,14,0,0.14,1
"Aggressive Elimination",1,60,2.5,90,75,15,0,0.14,1.29
"Aggressive Elimination",1,60,2.5,90,75,16,0,0.14,1.29
"Aggressive Elimination",1,60,2.5,90,75,17,0,0.14,1.14
"Aggressive Elimination",1,60,2.5,90,75,18,0,0.14,1.29
"Aggressive Elimination",1,60,2.5,90,75,19,0,0.14,1.14
"Aggressive Elimination",1,60,2.5,90,75,20,0,0.14,1.15
"Aggressive Elimination",1,60,2.5,90,75,21,0,0.14,1.14
"Aggressive Elimination",1,60,2.5,90,75,22,0,0.14,1.16
"Aggressive Elimination",1,60,2.5,90,75,23,0,0.07,1
"Aggressive Elimination",1,60,2.5,90,75,24,0,0.14,0.86
"Aggressive Elimination",1,60,2.5,90,75,25,0,0.14,1.01
"Aggressive Elimination",1,60,2.5,90,75,26,0,0.14,1
"Aggressive Elimination",1,60,2.5,90,75,27,0,0.29,1.16
"Aggressive Elimination",1,60,2.5,90,75,28,0,0.43,1.29
"Aggressive Elimination",1,60,2.5,90,75,29,0,0.57,1.72
"Aggressive Elimination",1,60,2.5,90,75,30,0,0.57,1.59
"Aggressive Elimination",1,60,2.5,90,75,31,0,0.71,2.29
"Aggressive Elimination",1,60,2.5,90,75,32,0,0.57,2.15
"Aggressive Elimination",1,60,2.5,90,75,33,0,0.57,2
"Aggressive Elimination",1,60,2.5,90,75,34,0,0.57,2.71
"Aggressive Elimination",1,60,2.5,90,75,35,0,0.57,2.29
"Aggressive Elimination",1,60,2.5,90,75,36,0,0.64,2.44
"Aggressive Elimination",1,60,2.5,90,75,37,0,0.71,2.29
"Aggressive Elimination",1,60,2.5,90,75,38,0,0.57,2.16
"Aggressive Elimination",1,60,2.5,90,75,39,0,0.71,2.44
"Aggressive Elimination",1,60,2.5,90,75,40,0.14,1.07,3.01
"Aggressive Elimination",1,60,2.5,90,75,41,0.14,1.43,3.43
"Aggressive Elimination",1,60,2.5,90,75,42,0.14,1.71,4.44
"Aggressive Elimination",1,60,2.5,90,75,43,0.14,1.93,4.16
"Aggressive Elimination",1,60,2.5,90,75,44,0.29,2.07,4.3
"Aggressive Elimination",1,60,2.5,90,75,45,0.29,1.86,5.02
"Aggressive Elimination",1,60,2.5,90,75,46,0.14,1.86,5.16
"Aggressive Elimination",1,60,2.5,90,75,47,0.14,1.86,5.01
"Aggressive Elimination",1,60,2.5,90,75,48,0.28,1.93,4.16
"Aggressive Elimination",1,60,2.5,90,75,49,0.29,1.79,4.57
"Aggressive Elimination",1,60,2.5,90,75,50,0.14,1.71,4.58
"Aggressive Elimination",1,60,2.5,90,75,51,0.14,1.71,4.59
"Aggressive Elimination",1,60,2.5,90,75,52,0.29,1.64,4.58
"Aggressive Elimination",1,90,2.5,90,75,0,0.86,0.86,1
"Aggressive Elimination",1,90,2.5,90,75,1,0.43,1,1.86
"Aggressive Elimination",1,90,2.5,90,75,2,0.43,1.29,2.14
"Aggressive Elimination",1,90,2.5,90,75,3,0.14,0.86,2.01
"Aggressive Elimination",1,90,2.5,90,75,4,0.14,0.86,1.86
"Aggressive Elimination",1,90,2.5,90,75,5,0,0.57,1.71
"Aggressive Elimination",1,90,2.5,90,75,6,0,0.57,1.44
"Aggressive Elimination",1,90,2.5,90,75,7,0,0.43,1.43
"Aggressive Elimination",1,90,2.5,90,75,8,0,0.36,1.29
"Aggressive Elimination",1,90,2.5,90,75,9,0,0.43,1.29
"Aggressive Elimination",1,90,2.5,90,75,10,0,0.29,1.71
"Aggressive Elimination",1,90,2.5,90,75,11,0,0.14,1.29
"Aggressive Elimination",1,90,2.5,90,75,12,0,0.14,1.15
"Aggressive Elimination",1,90,2.5,90,75,13,0,0.14,1.29
"Aggressive Elimination",1,90,2.5,90,75,14,0,0.14,1.01
"Aggressive Elimination",1,90,2.5,90,75,15,0,0.14,1
"Aggressive Elimination",1,90,2.5,90,75,16,0,0.14,1.16
"Aggressive Elimination",1,90,2.5,90,75,17,0,0.14,1.15
"Aggressive Elimination",1,90,2.5,90,75,18,0,0.14,0.87
"Aggressive Elimination",1,90,2.5,90,75,19,0,0.14,1.14
"Aggressive Elimination",1,90,2.5,90,75,20,0,0.14,1
"Aggressive Elimination",1,90,2.5,90,75,21,0,0.14,0.86
"Aggressive Elimination",1,90,2.5,90,75,22,0,0,1.15
"Aggressive Elimination",1,90,2.5,90,75,23,0,0,0.71
"Aggressive Elimination",1,90,2.5,90,75,24,0,0,0.58
"Aggressive Elimination",1,90,2.5,90,75,25,0,0,0.72
"Aggressive Elimination",1,90,2.5,90,75,26,0,0.14,0.86
"Aggressive Elimination",1,90,2.5,90,75,27,0,0.14,0.86
"Aggressive Elimination",1,90,2.5,90,75,28,0,0.21,0.87
"Aggressive Elimination",1,90,2.5,90,75,29,0,0.29,1.14
"Aggressive Elimination",1,90,2.5,90,75,30,0,0.29,1.29
"Aggressive Elimination",1,90,2.5,90,75,31,0,0.43,1.58
"Aggressive Elimination",1,90,2.5,90,75,32,0,0.36,1.57
"Aggressive Elimination",1,90,2.5,90,75,33,0,0.43,1.43
"Aggressive Elimination",1,90,2.5,90,75,34,0,0.29,1.43
"Aggressive Elimination",1,90,2.5,90,75,35,0,0.43,1.01
"Aggressive Elimination",1,90,2.5,90,75,36,0,0.43,1.16
"Aggressive Elimination",1,90,2.5,90,75,37,0,0.29,1.01
"Aggressive Elimination",1,90,2.5,90,75,38,0,0.29,1.29
"Aggressive Elimination",1,90,2.5,90,75,39,0,0.43,1.43
"Aggressive Elimination",1,90,2.5,90,75,40,0.14,0.86,2.14
"Aggressive Elimination",1,90,2.5,90,75,41,0.14,1.07,2.86
"Aggressive Elimination",1,90,2.5,90,75,42,0.14,1.14,3.01
"Aggressive Elimination",1,90,2.5,90,75,43,0.14,1.21,3.32
"Aggressive Elimination",1,90,2.5,90,75,44,0.28,1.14,3.57
"Aggressive Elimination",1,90,2.5,90,75,45,0.14,1.29,3.17
"Aggressive Elimination",1,90,2.5,90,75,46,0,1.14,3.6
"Aggressive Elimination",1,90,2.5,90,75,47,0,1.14,3.01
"Aggressive Elimination",1,90,2.5,90,75,48,0.14,1.21,3
"Aggressive Elimination",1,90,2.5,90,75,49,0.28,1.14,2.57
"Aggressive Elimination",1,90,2.5,90,75,50,0.14,1.21,2.57
"Aggressive Elimination",1,90,2.5,90,75,51,0.14,1.14,2.57
"Aggressive Elimination",1,90,2.5,90,75,52,0.14,1,3.01
"Aggressive Elimination",1,90,2.5,90,50,0,0.86,0.86,1
"Aggressive Elimination",1,90,2.5,90,50,1,0.43,1,1.86
"Aggressive Elimination",1,90,2.5,90,50,2,0.43,1.29,2.14
"Aggressive Elimination",1,90,2.5,90,50,3,0.14,0.86,2.01
"Aggressive Elimination",1,90,2.5,90,50,4,0.14,0.86,1.86
"Aggressive Elimination",1,90,2.5,90,50,5,0,0.57,1.71
"Aggressive Elimination",1,90,2.5,90,50,6,0,0.57,1.44
"Aggressive Elimination",1,90,2.5,90,50,7,0,0.43,1.43
"Aggressive Elimination",1,90,2.5,90,50,8,0,0.36,1.29
"Aggressive Elimination",1,90,2.5,90,50,9,0,0.43,1.29
"Aggressive Elimination",1,90,2.5,90,50,10,0,0.29,1.71
"Aggressive Elimination",1,90,2.5,90,50,11,0,0.14,1.29
"Aggressive Elimination",1,90,2.5,90,50,12,0,0.14,1.15
"Aggressive Elimination",1,90,2.5,90,50,13,0,0.14,1.29
"Aggressive Elimination",1,90,2.5,90,50,14,0,0.14,1.01
"Aggressive Elimination",1,90,2.5,90,50,15,0,0.14,1
"Aggressive Elimination",1,90,2.5,90,50,16,0,0.14,1.16
"Aggressive Elimination",1,90,2.5,90,50,17,0,0.14,1.14
"Aggressive Elimination",1,90,2.5,90,50,18,0,0.14,1.01
"Aggressive Elimination",1,90,2.5,90,50,19,0,0.14,0.86
"Aggressive Elimination",1,90,2.5,90,50,20,0,0.14,1
"Aggressive Elimination",1,90,2.5,90,50,21,0,0.14,0.86
"Aggressive Elimination",1,90,2.5,90,50,22,0,0,1
"Aggressive Elimination",1,90,2.5,90,50,23,0,0,0.87
"Aggressive Elimination",1,90,2.5,90,50,24,0,0,0.86
"Aggressive Elimination",1,90,2.5,90,50,25,0,0,0.86
"Aggressive Elimination",1,90,2.5,90,50,26,0,0.14,1
"Aggressive Elimination",1,90,2.5,90,50,27,0,0.14,0.86
"Aggressive Elimination",1,90,2.5,90,50,28,0,0.29,1.15
"Aggressive Elimination",1,90,2.5,90,50,29,0,0.43,1.43
"Aggressive Elimination",1,90,2.5,90,50,30,0,0.43,1.29
"Aggressive Elimination",1,90,2.5,90,50,31,0,0.5,1.86
"Aggressive Elimination",1,90,2.5,90,50,32,0,0.43,1.72
"Aggressive Elimination",1,90,2.5,90,50,33,0,0.43,1.86
"Aggressive Elimination",1,90,2.5,90,50,34,0,0.57,1.86
"Aggressive Elimination",1,90,2.5,90,50,35,0,0.43,1.86
"Aggressive Elimination",1,90,2.5,90,50,36,0,0.43,1.86
"Aggressive Elimination",1,90,2.5,90,50,37,0,0.43,1.58
"Aggressive Elimination",1,90,2.5,90,50,38,0,0.57,1.58
"Aggressive Elimination",1,90,2.5,90,50,39,0,0.43,2.14
"Aggressive Elimination",1,90,2.5,90,50,40,0.14,1,2.72
"Aggressive Elimination",1,90,2.5,90,50,41,0.14,1.21,3.57
"Aggressive Elimination",1,90,2.5,90,50,42,0.14,1.43,3.86
"Aggressive Elimination",1,90,2.5,90,50,43,0.14,1.43,4.29
"Aggressive Elimination",1,90,2.5,90,50,44,0.29,1.57,4.16
"Aggressive Elimination",1,90,2.5,90,50,45,0.28,1.71,3.86
"Aggressive Elimination",1,90,2.5,90,50,46,0.14,1.57,4.45
"Aggressive Elimination",1,90,2.5,90,50,47,0.28,1.71,4.29
"Aggressive Elimination",1,90,2.5,90,50,48,0.14,1.71,4.29
"Aggressive Elimination",1,90,2.5,90,50,49,0.28,1.86,3.86
"Aggressive Elimination",1,90,2.5,90,50,50,0.14,1.71,4.29
"Aggressive Elimination",1,90,2.5,90,50,51,0.14,1.79,4.57
"Aggressive Elimination",1,90,2.5,90,50,52,0.14,1.57,3.86
"Aggressive Elimination",1,75,2.5,90,75,0,0.86,0.86,1
"Aggressive Elimination",1,75,2.5,90,75,1,0.43,1,1.86
"Aggressive Elimination",1,75,2.5,90,75,2,0.43,1.29,2.14
"Aggressive Elimination",1,75,2.5,90,75,3,0.14,0.86,2.01
"Aggressive Elimination",1,75,2.5,90,75,4,0.14,0.86,2.01
"Aggressive Elimination",1,75,2.5,90,75,5,0,0.57,1.86
"Aggressive Elimination",1,75,2.5,90,75,6,0,0.57,1.57
"Aggressive Elimination",1,75,2.5,90,75,7,0,0.43,1.44
"Aggressive Elimination",1,75,2.5,90,75,8,0,0.43,1.44
"Aggressive Elimination",1,75,2.5,90,75,9,0,0.43,1.29
"Aggressive Elimination",1,75,2.5,90,75,10,0,0.29,1.57
"Aggressive Elimination",1,75,2.5,90,75,11,0,0.14,1.3
"Aggressive Elimination",1,75,2.5,90,75,12,0,0.14,1.15
"Aggressive Elimination",1,75,2.5,90,75,13,0,0.14,1.44
"Aggressive Elimination",1,75,2.5,90,75,14,0,0.14,1
"Aggressive Elimination",1,75,2.5,90,75,15,0,0.14,1.29
"Aggressive Elimination",1,75,2.5,90,75,16,0,0.14,1.01
"Aggressive Elimination",1,75,2.5,90,75,17,0,0.14,1.15
"Aggressive Elimination",1,75,2.5,90,75,18,0,0.14,1.15
"Aggressive Elimination",1,75,2.5,90,75,19,0,0.14,1.01
"Aggressive Elimination",1,75,2.5,90,75,20,0,0.14,1
"Aggressive Elimination",1,75,2.5,90,75,21,0,0.14,1.29
"Aggressive Elimination",1,75,2.5,90,75,22,0,0,1.01
"Aggressive Elimination",1,75,2.5,90,75,23,0,0.07,1
"Aggressive Elimination",1,75,2.5,90,75,24,0,0,0.86
"Aggressive Elimination",1,75,2.5,90,75,25,0,0.14,0.86
"Aggressive Elimination",1,75,2.5,90,75,26,0,0.14,0.72
"Aggressive Elimination",1,75,2.5,90,75,27,0,0.21,0.86
"Aggressive Elimination",1,75,2.5,90,75,28,0,0.29,1.29
"Aggressive Elimination",1,75,2.5,90,75,29,0,0.43,1.43
"Aggressive Elimination",1,75,2.5,90,75,30,0,0.43,1.58
"Aggressive Elimination",1,75,2.5,90,75,31,0,0.43,1.86
"Aggressive Elimination",1,75,2.5,90,75,32,0,0.5,1.44
"Aggressive Elimination",1,75,2.5,90,75,33,0,0.5,1.73
"Aggressive Elimination",1,75,2.5,90,75,34,0,0.43,1.59
"Aggressive Elimination",1,75,2.5,90,75,35,0,0.43,1.72
"Aggressive Elimination",1,75,2.5,90,75,36,0,0.43,1.72
"Aggressive Elimination",1,75,2.5,90,75,37,0,0.43,1.44
"Aggressive Elimination",1,75,2.5,90,75,38,0,0.43,1.71
"Aggressive Elimination",1,75,2.5,90,75,39,0,0.57,2.01
"Aggressive Elimination",1,75,2.5,90,75,40,0.14,0.93,2.71
"Aggressive Elimination",1,75,2.5,90,75,41,0.14,1.14,2.86
"Aggressive Elimination",1,75,2.5,90,75,42,0.14,1.43,3.44
"Aggressive Elimination",1,75,2.5,90,75,43,0.28,1.57,3.74
"Aggressive Elimination",1,75,2.5,90,75,44,0.14,1.43,3.31
"Aggressive Elimination",1,75,2.5,90,75,45,0.28,1.57,3.72
"Aggressive Elimination",1,75,2.5,90,75,46,0,1.29,3.88
"Aggressive Elimination",1,75,2.5,90,75,47,0.14,1.43,4
"Aggressive Elimination",1,75,2.5,90,75,48,0.14,1.57,3.73
"Aggressive Elimination",1,75,2.5,90,75,49,0.29,1.57,3.71
"Aggressive Elimination",1,75,2.5,90,75,50,0.14,1.29,3.44
"Aggressive Elimination",1,75,2.5,90,75,51,0.14,1.5,3.43
"Aggressive Elimination",1,75,2.5,90,75,52,0.29,1.29,3.43
"Aggressive Elimination",1,90,2.5,90,90,0,0.86,0.86,1
"Aggressive Elimination",1,90,2.5,90,90,1,0.43,1,1.86
"Aggressive Elimination",1,90,2.5,90,90,2,0.43,1.29,2.14
"Aggressive Elimination",1,90,2.5,90,90,3,0.14,0.86,2.01
"Aggressive Elimination",1,90,2.5,90,90,4,0.14,0.86,1.86
"Aggressive Elimination",1,90,2.5,90,90,5,0,0.57,1.71
"Aggressive Elimination",1,90,2.5,90,90,6,0,0.57,1.44
"Aggressive Elimination",1,90,2.5,90,90,7,0,0.43,1.43
"Aggressive Elimination",1,90,2.5,90,90,8,0,0.36,1.29
"Aggressive Elimination",1,90,2.5,90,90,9,0,0.43,1.29
"Aggressive Elimination",1,90,2.5,90,90,10,0,0.29,1.71
"Aggressive Elimination",1,90,2.5,90,90,11,0,0.14,1.29
"Aggressive Elimination",1,90,2.5,90,90,12,0,0.14,1.15
"Aggressive Elimination",1,90,2.5,90,90,13,0,0.14,1.29
"Aggressive Elimination",1,90,2.5,90,90,14,0,0.14,1.01
"Aggressive Elimination",1,90,2.5,90,90,15,0,0.14,1
"Aggressive Elimination",1,90,2.5,90,90,16,0,0.14,1.16
"Aggressive Elimination",1,90,2.5,90,90,17,0,0.14,1.14
"Aggressive Elimination",1,90,2.5,90,90,18,0,0.14,1.15
"Aggressive Elimination",1,90,2.5,90,90,19,0,0.14,1
"Aggressive Elimination",1,90,2.5,90,90,20,0,0.14,0.86
"Aggressive Elimination",1,90,2.5,90,90,21,0,0.14,0.86
"Aggressive Elimination",1,90,2.5,90,90,22,0,0,1
"Aggressive Elimination",1,90,2.5,90,90,23,0,0,1
"Aggressive Elimination",1,90,2.5,90,90,24,0,0,0.86
"Aggressive Elimination",1,90,2.5,90,90,25,0,0,0.58
"Aggressive Elimination",1,90,2.5,90,90,26,0,0.14,0.72
"Aggressive Elimination",1,90,2.5,90,90,27,0,0.14,0.86
"Aggressive Elimination",1,90,2.5,90,90,28,0,0.14,1.01
"Aggressive Elimination",1,90,2.5,90,90,29,0,0.29,1.14
"Aggressive Elimination",1,90,2.5,90,90,30,0,0.29,1.14
"Aggressive Elimination",1,90,2.5,90,90,31,0,0.29,1.29
"Aggressive Elimination",1,90,2.5,90,90,32,0,0.29,1.58
"Aggressive Elimination",1,90,2.5,90,90,33,0,0.29,1.29
"Aggressive Elimination",1,90,2.5,90,90,34,0,0.29,1.29
"Aggressive Elimination",1,90,2.5,90,90,35,0,0.29,1.44
"Aggressive Elimination",1,90,2.5,90,90,36,0,0.29,1.14
"Aggressive Elimination",1,90,2.5,90,90,37,0,0.29,1.29
"Aggressive Elimination",1,90,2.5,90,90,38,0,0.43,1.29
"Aggressive Elimination",1,90,2.5,90,90,39,0,0.29,1.29
"Aggressive Elimination",1,90,2.5,90,90,40,0.14,0.79,1.71
"Aggressive Elimination",1,90,2.5,90,90,41,0.14,0.79,2.43
"Aggressive Elimination",1,90,2.5,90,90,42,0,0.86,2.59
"Aggressive Elimination",1,90,2.5,90,90,43,0.14,1,2.71
"Aggressive Elimination",1,90,2.5,90,90,44,0.14,1,2.58
"Aggressive Elimination",1,90,2.5,90,90,45,0.14,1,2.59
"Aggressive Elimination",1,90,2.5,90,90,46,0.14,0.93,2.71
"Aggressive Elimination",1,90,2.5,90,90,47,0.14,0.86,2.43
"Aggressive Elimination",1,90,2.5,90,90,48,0.14,1,2
"Aggressive Elimination",1,90,2.5,90,90,49,0.14,0.86,1.86
"Aggressive Elimination",1,90,2.5,90,90,50,0,0.86,2.15
"Aggressive Elimination",1,90,2.5,90,90,51,0,0.86,2.15
"Aggressive Elimination",1,90,2.5,90,90,52,0.14,0.71,2.01
"Aggressive Elimination",1,75,2.5,90,90,0,0.86,0.86,1
