vu,R0,str,vk,va,tp,ms,wk,q50,q95,q5,bo
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,1a,69,15.43,100.86,2.12,1
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,1a,70,16.71,91.41,1.7,1
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,1a,71,15.43,96.81,2.27,1
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,1a,72,15.43,86.46,2.71,1
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,1a,73,13.93,78.3,2.69,1
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,1a,74,12.86,71.1,3.12,1
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,1a,75,12.43,77.16,2.56,1
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,1a,76,11.36,90.71,2.14,1
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,1a,77,12.0,88.71,1.99,1
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,1a,78,9.86,54.06,1.7,1
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,1a,79,12.43,73.89,2.12,1
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,1a,80,12.43,82.54,2.14,1
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,1a,81,14.14,82.61,1.85,1
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,0,0.0,0.0,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,1,0.0,0.29,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,2,0.0,1.0,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,3,0.0,1.71,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,4,0.07,2.86,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,5,0.14,3.15,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,6,0.21,2.32,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,7,0.14,4.15,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,8,0.29,3.0,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,9,0.21,3.01,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,10,0.29,2.57,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,11,0.29,2.44,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,12,0.21,2.89,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,13,0.29,2.58,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,14,0.29,2.43,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,15,0.29,2.29,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,16,0.29,1.59,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,17,0.21,1.86,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,18,0.29,2.01,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,19,0.29,2.73,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,20,0.29,2.72,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,21,0.29,2.58,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,22,0.29,3.43,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,23,0.43,3.01,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,24,0.29,3.45,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,25,0.43,4.01,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,26,0.43,4.29,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,27,0.43,3.62,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,28,0.29,3.06,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,29,0.29,2.44,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,30,0.43,2.31,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,31,0.57,3.86,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,32,0.93,4.59,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,33,1.14,4.72,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,34,1.43,4.76,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,35,1.71,5.31,0.14,0
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,36,2.0,5.6,0.29,0
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,37,2.07,6.44,0.28,0
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,38,2.0,7.44,0.29,0
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,39,2.36,9.54,0.29,0
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,40,2.71,11.3,0.43,0
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,41,2.57,14.16,0.42,0
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,42,2.36,12.57,0.29,0
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,43,2.57,14.21,0.57,0
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,44,2.71,15.49,0.86,0
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,45,3.14,15.17,0.56,0
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,46,3.0,18.45,0.57,0
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,47,3.36,17.57,0.57,0
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,48,3.14,15.45,0.57,0
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,49,2.93,17.59,0.42,0
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,50,3.36,16.74,0.71,0
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,51,2.86,16.31,0.84,0
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,52,3.29,15.9,0.85,0
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,53,3.29,17.59,0.86,1
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,54,3.14,19.89,0.86,1
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,55,3.43,18.06,0.43,1
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,56,2.86,18.06,0.57,1
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,57,2.43,18.13,0.71,1
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,58,3.0,22.59,0.71,1
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,59,2.79,29.64,0.56,1
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,60,3.14,26.1,0.71,1
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,61,2.71,37.89,0.56,1
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,62,2.64,24.34,0.56,1
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,63,2.93,28.48,0.57,1
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,64,3.07,28.41,0.85,1
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,65,2.79,20.64,0.71,1
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,66,3.43,23.14,0.99,1
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,67,3.14,21.02,0.71,1
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,68,3.0,23.16,0.85,1
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,69,3.0,21.24,0.85,1
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,70,3.21,25.31,0.85,1
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,71,3.14,21.92,1.14,1
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,72,3.21,24.62,1.27,1
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,73,3.43,25.91,0.85,1
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,74,3.29,29.57,0.71,1
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,75,3.43,24.56,0.57,1
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,76,3.07,20.96,0.86,1
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,77,3.36,23.34,0.86,1
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,78,3.29,20.64,0.85,1
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,79,3.14,20.19,0.71,1
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,80,3.29,22.06,0.71,1
70% Vaccinated,5.0,ME_ME_TS,No,0.2,ass100_90at5,2,81,3.0,25.8,0.71,1
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,0,0.0,0.0,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,1,0.0,0.57,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,2,0.0,1.3,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,3,0.14,4.61,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,4,0.14,5.51,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,5,0.57,7.13,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,6,0.43,8.66,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,7,0.86,12.5,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,8,0.86,7.73,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,9,0.71,5.64,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,10,0.86,7.01,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,11,0.86,5.93,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,12,1.0,7.71,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,13,1.0,5.19,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,14,0.86,4.89,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,15,0.79,4.58,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,16,1.0,4.31,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,17,0.79,3.86,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,18,0.93,4.01,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,19,0.86,5.01,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,20,1.07,3.88,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,21,0.86,4.0,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,22,0.71,3.86,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,23,0.71,4.44,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,24,0.64,3.29,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,25,0.57,4.44,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,26,0.57,3.57,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,27,0.57,4.3,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,28,0.71,3.66,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,29,0.64,4.49,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,30,1.0,3.87,0.14,0
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,31,3.14,9.16,1.42,0
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,32,6.71,20.44,2.7,0
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,33,13.36,40.8,4.42,0
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,34,22.71,83.36,7.98,0
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,35,37.5,170.29,9.81,0
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,36,52.07,166.44,12.0,0
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,37,57.21,163.74,13.63,0
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,38,50.79,154.48,15.81,0
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,39,46.29,144.26,15.43,0
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,40,34.71,150.69,11.55,0
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,41,29.57,90.9,9.0,0
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,42,25.07,85.24,7.71,0
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,43,19.29,88.91,7.67,0
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,44,15.43,81.45,7.24,0
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,45,14.36,46.93,5.1,0
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,46,12.86,50.14,4.69,0
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,47,11.79,58.18,3.43,0
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,48,12.43,48.86,4.29,0
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,49,14.64,61.84,4.69,0
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,50,15.43,72.06,5.1,0
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,51,19.29,112.76,4.56,0
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,52,19.5,123.62,4.7,0
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,53,25.5,85.56,6.25,1
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,54,26.36,131.14,6.0,1
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,55,33.43,138.86,6.86,1
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,56,29.57,112.05,4.69,1
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,57,30.86,104.21,8.12,1
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,58,27.0,151.2,6.84,1
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,59,23.36,104.53,7.69,1
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,60,23.14,81.39,6.36,1
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,61,16.71,77.72,6.41,1
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,62,16.5,73.86,5.08,1
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,63,16.71,70.2,5.71,1
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,64,16.71,83.64,5.55,1
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,65,17.79,93.92,5.55,1
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,66,19.07,85.63,5.14,1
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,67,19.71,119.57,6.36,1
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,68,18.64,92.96,4.67,1
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,69,21.86,100.54,5.55,1
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,70,23.36,97.71,6.0,1
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,71,21.21,87.69,5.14,1
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,72,20.57,92.76,5.98,1
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,73,21.21,85.05,5.55,1
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,74,21.64,96.43,5.14,1
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,75,21.86,119.96,4.69,1
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,76,21.64,103.5,4.28,1
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,77,24.43,88.84,4.85,1
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,78,18.21,99.06,5.06,1
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,79,25.07,97.84,5.97,1
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,80,21.86,115.71,4.71,1
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,1a,81,21.86,108.71,7.26,1
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,2,0,0.0,0.0,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,2,1,0.0,0.29,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,2,2,0.0,1.0,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,2,3,0.0,1.71,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,2,4,0.07,2.86,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,2,5,0.14,3.15,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,2,6,0.21,3.01,0.0,0
70% Vaccinated,5.0,ME_ME_TS,No,1.0,ass100_90at5,2,7,0.14,4.15,0.0,0
